domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,nodes_per_second,heuristic_name,heuristic_elapsed_time,total_landmarks,disj_landmarks,abtask_landmarks,operator_landmarks,method_landmarks,fact_landmarks
Multiarm-Blocksworld,pfile_02_080,bu-lmcount,,,,,lmcount,0.0629,254,0,3,3,245,
Multiarm-Blocksworld,pfile_02_080,bid-lmcount,,,,,lmcount,0.1222,254,0,3,3,245,
Multiarm-Blocksworld,pfile_02_080,lmc-lmcount,,,,,lmcount,0.0486,3,2,0,1,0,
Multiarm-Blocksworld,pfile_02_080,mt-lmcount,,,,,lmcount,0.0134,9,0,3,3,0,
Multiarm-Blocksworld,pfile_09_090,bu-lmcount,,,,,lmcount,0.7213,318,0,10,10,288,
Multiarm-Blocksworld,pfile_09_090,bid-lmcount,,,,,lmcount,1.2822,318,0,10,10,288,
Multiarm-Blocksworld,pfile_09_090,lmc-lmcount,,,,,lmcount,0.4139,10,9,0,1,0,
Multiarm-Blocksworld,pfile_09_090,mt-lmcount,,,,,lmcount,0.1658,30,0,10,10,0,
Multiarm-Blocksworld,pfile_02_025,bu-lmcount,,,,,lmcount,0.0081,90,0,3,3,81,
Multiarm-Blocksworld,pfile_02_025,bid-lmcount,,,,,lmcount,0.0142,90,0,3,3,81,
Multiarm-Blocksworld,pfile_02_025,lmc-lmcount,,,,,lmcount,0.0105,3,2,0,1,0,
Multiarm-Blocksworld,pfile_02_025,mt-lmcount,,,,,lmcount,0.002,9,0,3,3,0,
Multiarm-Blocksworld,pfile_04_055,bu-lmcount,,,,,lmcount,0.0673,191,0,5,5,176,
Multiarm-Blocksworld,pfile_04_055,bid-lmcount,,,,,lmcount,0.1297,191,0,5,5,176,
Multiarm-Blocksworld,pfile_04_055,lmc-lmcount,,,,,lmcount,0.05,5,4,0,1,0,
Multiarm-Blocksworld,pfile_04_055,mt-lmcount,,,,,lmcount,0.0153,15,0,5,5,0,
Multiarm-Blocksworld,pfile_02_095,bu-lmcount,,,,,lmcount,0.0935,304,0,3,3,295,
Multiarm-Blocksworld,pfile_02_095,bid-lmcount,,,,,lmcount,0.1787,304,0,3,3,295,
Multiarm-Blocksworld,pfile_02_095,lmc-lmcount,,,,,lmcount,0.0695,3,2,0,1,0,
Multiarm-Blocksworld,pfile_02_095,mt-lmcount,,,,,lmcount,0.0205,9,0,3,3,0,
Multiarm-Blocksworld,pfile_02_060,bu-lmcount,,,,,lmcount,0.0363,200,0,3,3,191,
Multiarm-Blocksworld,pfile_02_060,bid-lmcount,,,,,lmcount,0.0694,200,0,3,3,191,
Multiarm-Blocksworld,pfile_02_060,lmc-lmcount,,,,,lmcount,0.0282,3,2,0,1,0,
Multiarm-Blocksworld,pfile_02_060,mt-lmcount,,,,,lmcount,0.0081,9,0,3,3,0,
Multiarm-Blocksworld,pfile_03_025,bu-lmcount,,,,,lmcount,0.0101,94,0,4,4,82,
Multiarm-Blocksworld,pfile_03_025,bid-lmcount,,,,,lmcount,0.0203,94,0,4,4,82,
Multiarm-Blocksworld,pfile_03_025,lmc-lmcount,,,,,lmcount,0.0085,4,3,0,1,0,
Multiarm-Blocksworld,pfile_03_025,mt-lmcount,,,,,lmcount,0.0029,12,0,4,4,0,
Multiarm-Blocksworld,pfile_04_090,bu-lmcount,,,,,lmcount,0.1961,299,0,5,5,284,
Multiarm-Blocksworld,pfile_04_090,bid-lmcount,,,,,lmcount,0.3767,299,0,5,5,284,
Multiarm-Blocksworld,pfile_04_090,lmc-lmcount,,,,,lmcount,0.1313,5,4,0,1,0,
Multiarm-Blocksworld,pfile_04_090,mt-lmcount,,,,,lmcount,0.0435,15,0,5,5,0,
Multiarm-Blocksworld,pfile_06_085,bu-lmcount,,,,,lmcount,0.3195,289,0,7,7,268,
Multiarm-Blocksworld,pfile_06_085,bid-lmcount,,,,,lmcount,0.5788,289,0,7,7,268,
Multiarm-Blocksworld,pfile_06_085,lmc-lmcount,,,,,lmcount,0.2004,7,6,0,1,0,
Multiarm-Blocksworld,pfile_06_085,mt-lmcount,,,,,lmcount,0.0807,21,0,7,7,0,
Multiarm-Blocksworld,pfile_07_070,bu-lmcount,,,,,lmcount,0.2612,246,0,8,8,222,
Multiarm-Blocksworld,pfile_07_070,bid-lmcount,,,,,lmcount,0.5103,246,0,8,8,222,
Multiarm-Blocksworld,pfile_07_070,lmc-lmcount,,,,,lmcount,0.1719,8,7,0,1,0,
Multiarm-Blocksworld,pfile_07_070,mt-lmcount,,,,,lmcount,0.0669,24,0,8,8,0,
Multiarm-Blocksworld,pfile_04_100,bu-lmcount,,,,,lmcount,0.2609,329,0,5,5,314,
Multiarm-Blocksworld,pfile_04_100,bid-lmcount,,,,,lmcount,0.4939,329,0,5,5,314,
Multiarm-Blocksworld,pfile_04_100,lmc-lmcount,,,,,lmcount,0.168,5,4,0,1,0,
Multiarm-Blocksworld,pfile_04_100,mt-lmcount,,,,,lmcount,0.062,15,0,5,5,0,
Multiarm-Blocksworld,pfile_04_050,bu-lmcount,,,,,lmcount,0.0539,174,0,5,5,159,
Multiarm-Blocksworld,pfile_04_050,bid-lmcount,,,,,lmcount,0.1052,174,0,5,5,159,
Multiarm-Blocksworld,pfile_04_050,lmc-lmcount,,,,,lmcount,0.041,5,4,0,1,0,
Multiarm-Blocksworld,pfile_04_050,mt-lmcount,,,,,lmcount,0.0129,15,0,5,5,0,
Multiarm-Blocksworld,pfile_08_080,bu-lmcount,,,,,lmcount,0.4035,280,0,9,9,253,
Multiarm-Blocksworld,pfile_08_080,bid-lmcount,,,,,lmcount,0.7575,280,0,9,9,253,
Multiarm-Blocksworld,pfile_08_080,lmc-lmcount,,,,,lmcount,0.2586,9,8,0,1,0,
Multiarm-Blocksworld,pfile_08_080,mt-lmcount,,,,,lmcount,0.1009,27,0,9,9,0,
Multiarm-Blocksworld,pfile_06_040,bu-lmcount,,,,,lmcount,0.0611,150,0,7,7,129,
Multiarm-Blocksworld,pfile_06_040,bid-lmcount,,,,,lmcount,0.1182,150,0,7,7,129,
Multiarm-Blocksworld,pfile_06_040,lmc-lmcount,,,,,lmcount,0.0454,7,6,0,1,0,
Multiarm-Blocksworld,pfile_06_040,mt-lmcount,,,,,lmcount,0.0152,21,0,7,7,0,
Multiarm-Blocksworld,pfile_06_060,bu-lmcount,,,,,lmcount,0.1436,212,0,7,7,191,
Multiarm-Blocksworld,pfile_06_060,bid-lmcount,,,,,lmcount,0.2819,212,0,7,7,191,
Multiarm-Blocksworld,pfile_06_060,lmc-lmcount,,,,,lmcount,0.0995,7,6,0,1,0,
Multiarm-Blocksworld,pfile_06_060,mt-lmcount,,,,,lmcount,0.0336,21,0,7,7,0,
Multiarm-Blocksworld,pfile_08_075,bu-lmcount,,,,,lmcount,0.3731,268,0,9,9,241,
Multiarm-Blocksworld,pfile_08_075,bid-lmcount,,,,,lmcount,0.7033,268,0,9,9,241,
Multiarm-Blocksworld,pfile_08_075,lmc-lmcount,,,,,lmcount,0.2399,9,8,0,1,0,
Multiarm-Blocksworld,pfile_08_075,mt-lmcount,,,,,lmcount,0.0985,27,0,9,9,0,
Robot,pfile_25_050,bu-lmcount,,,,,lmcount,0.005,71,0,2,2,65,
Robot,pfile_25_050,bid-lmcount,,,,,lmcount,0.0093,71,0,2,2,65,
Robot,pfile_25_050,lmc-lmcount,,,,,lmcount,0.0042,2,1,0,1,0,
Robot,pfile_25_050,mt-lmcount,,,,,lmcount,0.001,6,0,2,2,0,
Robot,pfile_15_030,bu-lmcount,,,,,lmcount,0.0016,42,0,2,2,36,
Robot,pfile_15_030,bid-lmcount,,,,,lmcount,0.0033,42,0,2,2,36,
Robot,pfile_15_030,lmc-lmcount,,,,,lmcount,0.0017,2,1,0,1,0,
Robot,pfile_15_030,mt-lmcount,,,,,lmcount,0.0007,6,0,2,2,0,
Robot,pfile_03_002,bu-lmcount,0.0015,7,549,413852.07,lmcount,0.0002,12,0,2,2,6,
Robot,pfile_03_002,bid-lmcount,0.0017,7,549,409582.51,lmcount,0.0003,12,0,2,2,6,
Robot,pfile_03_002,lmc-lmcount,0.0021,7,556,326021.67,lmcount,0.0003,2,1,0,1,0,
Robot,pfile_03_002,mt-lmcount,0.0015,7,549,412222.14,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_40_080,bu-lmcount,,,,,lmcount,0.0097,105,0,2,2,99,
Robot,pfile_40_080,bid-lmcount,,,,,lmcount,0.0201,105,0,2,2,99,
Robot,pfile_40_080,lmc-lmcount,,,,,lmcount,0.0126,2,1,0,1,0,
Robot,pfile_40_080,mt-lmcount,,,,,lmcount,0.0032,6,0,2,2,0,
Robot,pfile_30_060,bu-lmcount,,,,,lmcount,0.0054,78,0,2,2,72,
Robot,pfile_30_060,bid-lmcount,,,,,lmcount,0.0145,78,0,2,2,72,
Robot,pfile_30_060,lmc-lmcount,,,,,lmcount,0.0056,2,1,0,1,0,
Robot,pfile_30_060,mt-lmcount,,,,,lmcount,0.0022,6,0,2,2,0,
Robot,pfile_04_003,bu-lmcount,0.003,7,1107,407181.84,lmcount,0.0002,12,0,2,2,6,
Robot,pfile_04_003,bid-lmcount,0.0031,7,1107,412572.82,lmcount,0.0003,12,0,2,2,6,
Robot,pfile_04_003,lmc-lmcount,0.003,7,1136,423042.65,lmcount,0.0002,2,1,0,1,0,
Robot,pfile_04_003,mt-lmcount,0.0029,7,1107,406468.92,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_02_002,bu-lmcount,0.0005,7,128,328562.37,lmcount,0.0001,11,0,2,2,5,
Robot,pfile_02_002,bid-lmcount,0.0006,7,128,366214.81,lmcount,0.0002,11,0,2,2,5,
Robot,pfile_02_002,lmc-lmcount,0.0008,7,128,240318.22,lmcount,0.0002,2,1,0,1,0,
Robot,pfile_02_002,mt-lmcount,0.0005,7,128,319946.91,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_10_020,bu-lmcount,,,,,lmcount,0.0013,33,0,2,2,27,
Robot,pfile_10_020,bid-lmcount,,,,,lmcount,0.0021,33,0,2,2,27,
Robot,pfile_10_020,lmc-lmcount,,,,,lmcount,0.0011,2,1,0,1,0,
Robot,pfile_10_020,mt-lmcount,,,,,lmcount,0.0004,6,0,2,2,0,
Robot,pfile_50_100,bu-lmcount,,,,,lmcount,0.0145,131,0,2,2,125,
Robot,pfile_50_100,bid-lmcount,,,,,lmcount,0.0314,131,0,2,2,125,
Robot,pfile_50_100,lmc-lmcount,,,,,lmcount,0.0133,2,1,0,1,0,
Robot,pfile_50_100,mt-lmcount,,,,,lmcount,0.0028,6,0,2,2,0,
Robot,pfile_04_005,bu-lmcount,0.1174,18,41973,358303.73,lmcount,0.0002,15,0,2,2,9,
Robot,pfile_04_005,bid-lmcount,0.118,18,41973,357281.34,lmcount,0.0005,15,0,2,2,9,
Robot,pfile_04_005,lmc-lmcount,0.1151,18,43290,377066.39,lmcount,0.0003,2,1,0,1,0,
Robot,pfile_04_005,mt-lmcount,0.1211,18,41973,347148.18,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_20_040,bu-lmcount,,,,,lmcount,0.0024,51,0,2,2,45,
Robot,pfile_20_040,bid-lmcount,,,,,lmcount,0.0089,51,0,2,2,45,
Robot,pfile_20_040,lmc-lmcount,,,,,lmcount,0.0025,2,1,0,1,0,
Robot,pfile_20_040,mt-lmcount,,,,,lmcount,0.0012,6,0,2,2,0,
Robot,pfile_03_001,bu-lmcount,0.0006,7,167,348655.43,lmcount,0.0001,10,0,2,2,4,
Robot,pfile_03_001,bid-lmcount,0.0007,7,167,384439.5,lmcount,0.0002,10,0,2,2,4,
Robot,pfile_03_001,lmc-lmcount,0.0011,7,167,206927.26,lmcount,0.0002,2,1,0,1,0,
Robot,pfile_03_001,mt-lmcount,0.0007,7,167,316515.48,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_03_005,bu-lmcount,0.0036,15,1488,438404.35,lmcount,0.0002,12,0,2,2,6,
Robot,pfile_03_005,bid-lmcount,0.0047,15,1488,358520.47,lmcount,0.0005,12,0,2,2,6,
Robot,pfile_03_005,lmc-lmcount,0.0034,15,1517,481116.01,lmcount,0.0002,2,1,0,1,0,
Robot,pfile_03_005,mt-lmcount,0.0036,15,1488,439361.09,lmcount,0.0002,6,0,2,2,0,
Robot,pfile_05_005,bu-lmcount,0.2313,26,83433,361196.81,lmcount,0.0002,15,0,2,2,9,
Robot,pfile_05_005,bid-lmcount,0.2336,26,83433,357999.43,lmcount,0.0005,15,0,2,2,9,
Robot,pfile_05_005,lmc-lmcount,0.2189,26,85430,390806.34,lmcount,0.0003,2,1,0,1,0,
Robot,pfile_05_005,mt-lmcount,0.2312,26,83433,361162.89,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_05_010,bu-lmcount,8.0426,28,1540895,191599.33,lmcount,0.0003,17,0,2,2,11,
Robot,pfile_05_010,bid-lmcount,8.0532,28,1540895,191355.76,lmcount,0.0006,17,0,2,2,11,
Robot,pfile_05_010,lmc-lmcount,8.1317,28,1583592,194752.43,lmcount,0.0003,2,1,0,1,0,
Robot,pfile_05_010,mt-lmcount,8.0549,28,1540895,191304.48,lmcount,0.0002,6,0,2,2,0,
Robot,pfile_45_090,bu-lmcount,,,,,lmcount,0.0143,114,0,2,2,108,
Robot,pfile_45_090,bid-lmcount,,,,,lmcount,0.0252,114,0,2,2,108,
Robot,pfile_45_090,lmc-lmcount,,,,,lmcount,0.0115,2,1,0,1,0,
Robot,pfile_45_090,mt-lmcount,,,,,lmcount,0.0025,6,0,2,2,0,
Robot,pfile_35_070,bu-lmcount,,,,,lmcount,0.0094,91,0,2,2,85,
Robot,pfile_35_070,bid-lmcount,,,,,lmcount,0.0174,91,0,2,2,85,
Robot,pfile_35_070,lmc-lmcount,,,,,lmcount,0.007,2,1,0,1,0,
Robot,pfile_35_070,mt-lmcount,,,,,lmcount,0.0018,6,0,2,2,0,
Robot,pfile_02_001,bu-lmcount,0.0005,6,109,299201.01,lmcount,0.0001,10,0,2,2,4,
Robot,pfile_02_001,bid-lmcount,0.0006,6,109,358290.86,lmcount,0.0002,10,0,2,2,4,
Robot,pfile_02_001,lmc-lmcount,0.0005,6,109,307450.66,lmcount,0.0001,2,1,0,1,0,
Robot,pfile_02_001,mt-lmcount,0.0005,6,109,296292.38,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_03_003,bu-lmcount,0.003,15,1180,432402.47,lmcount,0.0002,11,0,2,2,5,
Robot,pfile_03_003,bid-lmcount,0.0031,15,1180,438066.8,lmcount,0.0003,11,0,2,2,5,
Robot,pfile_03_003,lmc-lmcount,0.0029,15,1203,466594.02,lmcount,0.0002,2,1,0,1,0,
Robot,pfile_03_003,mt-lmcount,0.0029,15,1180,433045.65,lmcount,0.0001,6,0,2,2,0,
Robot,pfile_01_001,bu-lmcount,0.0002,0,3,32939.56,lmcount,0.0,8,0,2,2,2,
Robot,pfile_01_001,bid-lmcount,0.0002,0,3,32430.19,lmcount,0.0001,8,0,2,2,2,
Robot,pfile_01_001,lmc-lmcount,0.0002,0,3,32598.22,lmcount,0.0001,2,1,0,1,0,
Robot,pfile_01_001,mt-lmcount,0.0003,0,3,19972.88,lmcount,0.0001,6,0,2,2,0,
Rover-GTOHP,p16,bu-lmcount,,,,,lmcount,1.8921,114,0,20,1,73,
Rover-GTOHP,p16,bid-lmcount,,,,,lmcount,186.1177,114,0,20,1,73,
Rover-GTOHP,p16,lmc-lmcount,,,,,lmcount,0.6123,82,81,0,1,0,
Rover-GTOHP,p16,mt-lmcount,,,,,lmcount,1.6717,41,0,20,1,0,
Rover-GTOHP,p15,bu-lmcount,,,,,lmcount,1.1876,109,0,20,1,68,
Rover-GTOHP,p15,bid-lmcount,,,,,lmcount,92.4244,109,0,20,1,68,
Rover-GTOHP,p15,lmc-lmcount,,,,,lmcount,0.4062,82,81,0,1,0,
Rover-GTOHP,p15,mt-lmcount,,,,,lmcount,0.9775,41,0,20,1,0,
Rover-GTOHP,p19,bu-lmcount,,,,,lmcount,13.5218,185,0,36,1,112,
Rover-GTOHP,p19,bid-lmcount,,,,,,,,,,,,
Rover-GTOHP,p19,lmc-lmcount,,,,,lmcount,2.2755,154,153,0,1,0,
Rover-GTOHP,p19,mt-lmcount,,,,,lmcount,12.6503,73,0,36,1,0,
Rover-GTOHP,p01,bu-lmcount,0.0012,15,247,302479.73,lmcount,0.0003,37,0,10,4,13,
Rover-GTOHP,p01,bid-lmcount,0.0017,15,247,293898.75,lmcount,0.0008,37,0,10,4,13,
Rover-GTOHP,p01,lmc-lmcount,0.0016,15,313,334305.36,lmcount,0.0006,18,11,0,4,0,
Rover-GTOHP,p01,mt-lmcount,0.0015,15,352,293051.81,lmcount,0.0003,24,0,10,4,0,
Rover-GTOHP,p09,bu-lmcount,,,,,lmcount,0.0891,64,0,12,1,39,
Rover-GTOHP,p09,bid-lmcount,,,,,lmcount,1.4598,64,0,12,1,39,
Rover-GTOHP,p09,lmc-lmcount,,,,,lmcount,0.0551,54,53,0,1,0,
Rover-GTOHP,p09,mt-lmcount,,,,,lmcount,0.0716,25,0,12,1,0,
Rover-GTOHP,p10,bu-lmcount,,,,,lmcount,0.3581,97,0,21,1,54,
Rover-GTOHP,p10,bid-lmcount,,,,,lmcount,11.4258,97,0,21,1,54,
Rover-GTOHP,p10,lmc-lmcount,,,,,lmcount,0.1617,97,96,0,1,0,
Rover-GTOHP,p10,mt-lmcount,,,,,lmcount,0.302,43,0,21,1,0,
Rover-GTOHP,p11,bu-lmcount,,,,,lmcount,0.7779,89,0,15,1,58,
Rover-GTOHP,p11,bid-lmcount,,,,,lmcount,50.3332,89,0,15,1,58,
Rover-GTOHP,p11,lmc-lmcount,,,,,lmcount,0.2802,64,63,0,1,0,
Rover-GTOHP,p11,mt-lmcount,,,,,lmcount,0.7227,31,0,15,1,0,
Rover-GTOHP,p18,bu-lmcount,,,,,lmcount,6.974,142,0,26,1,89,
Rover-GTOHP,p18,bid-lmcount,,,,,,,,,,,,
Rover-GTOHP,p18,lmc-lmcount,,,,,lmcount,1.3479,107,106,0,1,0,
Rover-GTOHP,p18,mt-lmcount,,,,,lmcount,6.2764,53,0,26,1,0,
Rover-GTOHP,p05,bu-lmcount,11.3722,49,1418600,124789.54,lmcount,0.0042,38,0,9,1,19,
Rover-GTOHP,p05,bid-lmcount,11.3602,49,1418600,124991.41,lmcount,0.0105,38,0,9,1,19,
Rover-GTOHP,p05,lmc-lmcount,2.0205,49,367574,182433.16,lmcount,0.0056,40,39,0,1,0,
Rover-GTOHP,p05,mt-lmcount,11.3412,49,1418600,125136.92,lmcount,0.0047,19,0,9,1,0,
Rover-GTOHP,p07,bu-lmcount,9.2274,58,1153572,125137.27,lmcount,0.0089,63,0,16,4,27,
Rover-GTOHP,p07,bid-lmcount,9.1875,58,1153572,126013.49,lmcount,0.0331,63,0,16,4,27,
Rover-GTOHP,p07,lmc-lmcount,2.7592,58,487084,177153.37,lmcount,0.0096,40,33,0,4,0,
Rover-GTOHP,p07,mt-lmcount,9.1294,58,1153866,126475.77,lmcount,0.0061,36,0,16,4,0,
Rover-GTOHP,p08,bu-lmcount,,,,,lmcount,0.013,53,0,12,1,28,
Rover-GTOHP,p08,bid-lmcount,,,,,lmcount,0.05,53,0,12,1,28,
Rover-GTOHP,p08,lmc-lmcount,240.9383,80,27274119,113205.43,lmcount,0.0123,54,53,0,1,0,
Rover-GTOHP,p08,mt-lmcount,,,,,lmcount,0.0085,25,0,12,1,0,
Rover-GTOHP,p13,bu-lmcount,,,,,lmcount,0.6368,115,0,26,1,62,
Rover-GTOHP,p13,bid-lmcount,,,,,lmcount,32.3493,115,0,26,1,62,
Rover-GTOHP,p13,lmc-lmcount,,,,,lmcount,0.2601,111,110,0,1,0,
Rover-GTOHP,p13,mt-lmcount,,,,,lmcount,0.5225,53,0,26,1,0,
Rover-GTOHP,p20,bu-lmcount,,,,,,,,,,,,
Rover-GTOHP,p20,bid-lmcount,,,,,,,,,,,,
Rover-GTOHP,p20,lmc-lmcount,,,,,lmcount,2.7111,199,198,0,1,0,
Rover-GTOHP,p20,mt-lmcount,,,,,,,,,,,,
Rover-GTOHP,p17,bu-lmcount,,,,,lmcount,3.8082,109,0,17,1,74,
Rover-GTOHP,p17,bid-lmcount,,,,,lmcount,555.6468,109,0,17,1,74,
Rover-GTOHP,p17,lmc-lmcount,,,,,lmcount,0.9783,67,66,0,1,0,
Rover-GTOHP,p17,mt-lmcount,,,,,lmcount,3.573,35,0,17,1,0,
Rover-GTOHP,p06,bu-lmcount,4.721,38,724483,153628.23,lmcount,0.0051,33,0,7,1,18,
Rover-GTOHP,p06,bid-lmcount,4.7168,38,724483,154126.39,lmcount,0.0161,33,0,7,1,18,
Rover-GTOHP,p06,lmc-lmcount,0.6924,38,172979,251795.91,lmcount,0.0054,32,31,0,1,0,
Rover-GTOHP,p06,mt-lmcount,4.7132,38,724483,153807.3,lmcount,0.0028,15,0,7,1,0,
Rover-GTOHP,p02,bu-lmcount,0.0021,23,541,332276.83,lmcount,0.0004,39,0,11,3,14,
Rover-GTOHP,p02,bid-lmcount,0.0025,23,541,325228.39,lmcount,0.0008,39,0,11,3,14,
Rover-GTOHP,p02,lmc-lmcount,0.004,23,808,261395.88,lmcount,0.0008,19,14,0,3,0,
Rover-GTOHP,p02,mt-lmcount,0.0028,23,846,340535.62,lmcount,0.0003,25,0,11,3,0,
Rover-GTOHP,p14,bu-lmcount,,,,,lmcount,0.9543,113,0,21,1,70,
Rover-GTOHP,p14,bid-lmcount,,,,,lmcount,69.8,113,0,21,1,70,
Rover-GTOHP,p14,lmc-lmcount,,,,,lmcount,0.3592,95,94,0,1,0,
Rover-GTOHP,p14,mt-lmcount,,,,,lmcount,0.7865,43,0,21,1,0,
Rover-GTOHP,p04,bu-lmcount,0.0834,39,23144,280476.66,lmcount,0.0008,60,0,18,5,19,
Rover-GTOHP,p04,bid-lmcount,0.081,39,23144,292488.9,lmcount,0.0018,60,0,18,5,19,
Rover-GTOHP,p04,lmc-lmcount,0.0542,39,16503,315266.26,lmcount,0.0018,35,26,0,5,0,
Rover-GTOHP,p04,mt-lmcount,0.0791,39,23117,294305.18,lmcount,0.0005,41,0,18,5,0,
Rover-GTOHP,p03,bu-lmcount,0.0023,15,509,297422.78,lmcount,0.0005,34,0,9,2,14,
Rover-GTOHP,p03,bid-lmcount,0.0038,15,509,211879.79,lmcount,0.0013,34,0,9,2,14,
Rover-GTOHP,p03,lmc-lmcount,0.0027,15,623,342291.25,lmcount,0.0008,19,16,0,2,0,
Rover-GTOHP,p03,mt-lmcount,0.0036,15,921,299918.79,lmcount,0.0004,20,0,9,2,0,
Rover-GTOHP,p12,bu-lmcount,,,,,lmcount,0.9172,90,0,15,1,59,
Rover-GTOHP,p12,bid-lmcount,,,,,lmcount,69.1122,90,0,15,1,59,
Rover-GTOHP,p12,lmc-lmcount,,,,,lmcount,0.2959,67,66,0,1,0,
Rover-GTOHP,p12,mt-lmcount,,,,,lmcount,0.7258,31,0,15,1,0,
Satellite-GTOHP,p16,bu-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p16,bid-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p16,lmc-lmcount,,,,,lmcount,74.4887,897,896,0,1,0,
Satellite-GTOHP,p16,mt-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p15,bu-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p15,bid-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p15,lmc-lmcount,,,,,lmcount,44.5197,656,655,0,1,0,
Satellite-GTOHP,p15,mt-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p19,bu-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p19,bid-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p19,lmc-lmcount,,,,,lmcount,36.0921,923,922,0,1,0,
Satellite-GTOHP,p19,mt-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p01,bu-lmcount,0.0009,11,168,293968.74,lmcount,0.0002,40,0,11,7,11,
Satellite-GTOHP,p01,bid-lmcount,0.0011,11,144,292484.15,lmcount,0.0005,48,0,14,9,11,
Satellite-GTOHP,p01,lmc-lmcount,0.001,11,189,336755.93,lmcount,0.0004,19,8,0,7,0,
Satellite-GTOHP,p01,mt-lmcount,0.0009,11,210,323824.94,lmcount,0.0001,29,0,11,7,0,
Satellite-GTOHP,p09,bu-lmcount,,,,,lmcount,0.1833,216,0,42,1,131,
Satellite-GTOHP,p09,bid-lmcount,,,,,lmcount,0.4759,216,0,42,1,131,
Satellite-GTOHP,p09,lmc-lmcount,,,,,lmcount,0.0987,163,162,0,1,0,
Satellite-GTOHP,p09,mt-lmcount,,,,,lmcount,0.077,85,0,42,1,0,
Satellite-GTOHP,p10,bu-lmcount,,,,,lmcount,0.5335,295,0,46,1,202,
Satellite-GTOHP,p10,bid-lmcount,,,,,lmcount,1.3414,295,0,46,1,202,
Satellite-GTOHP,p10,lmc-lmcount,4.4955,133,669421,163247.76,lmcount,0.3947,219,218,0,1,0,
Satellite-GTOHP,p10,mt-lmcount,,,,,lmcount,0.1059,93,0,46,1,0,
Satellite-GTOHP,p11,bu-lmcount,,,,,lmcount,5.7289,639,0,71,1,496,
Satellite-GTOHP,p11,bid-lmcount,,,,,lmcount,16.6709,639,0,71,1,496,
Satellite-GTOHP,p11,lmc-lmcount,,,,,lmcount,4.0146,332,331,0,1,0,
Satellite-GTOHP,p11,mt-lmcount,,,,,lmcount,1.1913,143,0,71,1,0,
Satellite-GTOHP,p18,bu-lmcount,,,,,lmcount,7.0539,684,0,142,1,399,
Satellite-GTOHP,p18,bid-lmcount,,,,,lmcount,28.0485,684,0,142,1,399,
Satellite-GTOHP,p18,lmc-lmcount,87.9476,426,7677304,91695.24,lmcount,4.2211,703,702,0,1,0,
Satellite-GTOHP,p18,mt-lmcount,,,,,lmcount,1.5987,285,0,142,1,0,
Satellite-GTOHP,p05,bu-lmcount,102.0851,62,10399198,101895.19,lmcount,0.0272,154,0,31,11,81,
Satellite-GTOHP,p05,bid-lmcount,89.5891,62,9569517,106888.62,lmcount,0.0611,162,0,34,13,81,
Satellite-GTOHP,p05,lmc-lmcount,0.5159,62,116535,237631.47,lmcount,0.0254,99,83,0,11,0,
Satellite-GTOHP,p05,mt-lmcount,174.3784,62,16718084,95877.55,lmcount,0.0092,73,0,31,11,0,
Satellite-GTOHP,p07,bu-lmcount,,,,,lmcount,0.1405,229,0,24,1,180,
Satellite-GTOHP,p07,bid-lmcount,,,,,lmcount,0.3404,229,0,24,1,180,
Satellite-GTOHP,p07,lmc-lmcount,20.0949,66,2901202,145233.96,lmcount,0.1188,104,103,0,1,0,
Satellite-GTOHP,p07,mt-lmcount,,,,,lmcount,0.0365,49,0,24,1,0,
Satellite-GTOHP,p08,bu-lmcount,197.0342,44,20256895,102821.53,lmcount,0.0239,99,0,14,1,70,
Satellite-GTOHP,p08,bid-lmcount,200.3801,44,20256895,101119.8,lmcount,0.0543,99,0,14,1,70,
Satellite-GTOHP,p08,lmc-lmcount,0.1913,44,47757,279033.65,lmcount,0.0201,73,72,0,1,0,
Satellite-GTOHP,p08,mt-lmcount,196.7046,44,20256895,102986.51,lmcount,0.0098,29,0,14,1,0,
Satellite-GTOHP,p13,bu-lmcount,,,,,lmcount,17.4967,935,0,95,1,744,
Satellite-GTOHP,p13,bid-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p13,lmc-lmcount,,,,,lmcount,10.8751,463,462,0,1,0,
Satellite-GTOHP,p13,mt-lmcount,,,,,lmcount,3.6631,191,0,95,1,0,
Satellite-GTOHP,p20,bu-lmcount,,,,,,,,,,,,
Satellite-GTOHP,p20,bid-lmcount,,,,,,,,,,,,
